State,URL,WEBSITE,AcLevNum,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Apr-14-2018,15,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Apr-07-2018,14,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,2,Level 2,Minimal,Mar-31-2018,13,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Mar-24-2018,12,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,3,Level 3,Minimal,Mar-17-2018,11,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,3,Level 3,Minimal,Mar-10-2018,10,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,2,Level 2,Minimal,Mar-03-2018,9,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,4,Level 4,Low,Feb-24-2018,8,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,5,Level 5,Low,Feb-17-2018,7,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,8,Level 8,High,Feb-10-2018,6,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,8,Level 8,High,Feb-03-2018,5,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,9,Level 9,High,Jan-27-2018,4,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,6,Level 6,Moderate,Jan-20-2018,3,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,4,Level 4,Low,Jan-13-2018,2,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,3,Level 3,Minimal,Jan-06-2018,1,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,7,Level 7,Moderate,Dec-30-2017,52,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,2,Level 2,Minimal,Dec-23-2017,51,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Dec-16-2017,50,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Dec-09-2017,49,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Dec-02-2017,48,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Nov-25-2017,47,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Nov-18-2017,46,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Nov-11-2017,45,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Nov-04-2017,44,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Oct-28-2017,43,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Oct-21-2017,42,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Oct-14-2017,41,2017-18
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,1,Level 1,Minimal,Oct-07-2017,40,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,1,Level 1,Minimal,Oct-07-2017,40,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,1,Level 1,Minimal,Oct-14-2017,41,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,1,Level 1,Minimal,Oct-21-2017,42,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,1,Level 1,Minimal,Oct-28-2017,43,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,1,Level 1,Minimal,Nov-04-2017,44,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,1,Level 1,Minimal,Nov-11-2017,45,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,1,Level 1,Minimal,Nov-18-2017,46,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,2,Level 2,Minimal,Nov-25-2017,47,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,1,Level 1,Minimal,Dec-02-2017,48,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,3,Level 3,Minimal,Dec-09-2017,49,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,7,Level 7,Moderate,Dec-16-2017,50,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Dec-23-2017,51,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Dec-30-2017,52,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Jan-06-2018,1,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Jan-13-2018,2,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Jan-20-2018,3,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Jan-27-2018,4,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Feb-03-2018,5,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Feb-10-2018,6,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Feb-17-2018,7,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Feb-24-2018,8,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Mar-03-2018,9,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,10,Level 10,High,Mar-10-2018,10,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,6,Level 6,Moderate,Mar-17-2018,11,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,6,Level 6,Moderate,Mar-24-2018,12,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,4,Level 4,Low,Mar-31-2018,13,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,2,Level 2,Minimal,Apr-07-2018,14,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,2,Level 2,Minimal,Apr-14-2018,15,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,1,Level 1,Minimal,Apr-21-2018,16,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,1,Level 1,Minimal,Apr-28-2018,17,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,2,Level 2,Minimal,Apr-28-2018,17,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,3,Level 3,Minimal,Apr-21-2018,16,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,4,Level 4,Low,Apr-14-2018,15,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,5,Level 5,Low,Apr-07-2018,14,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,7,Level 7,Moderate,Mar-31-2018,13,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,7,Level 7,Moderate,Mar-24-2018,12,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,6,Level 6,Moderate,Mar-17-2018,11,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Mar-10-2018,10,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Mar-03-2018,9,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Feb-24-2018,8,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Feb-17-2018,7,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Feb-10-2018,6,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Feb-03-2018,5,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Jan-27-2018,4,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Jan-20-2018,3,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Jan-13-2018,2,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Jan-06-2018,1,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Dec-30-2017,52,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Dec-23-2017,51,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,10,Level 10,High,Dec-16-2017,50,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,6,Level 6,Moderate,Dec-09-2017,49,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,3,Level 3,Minimal,Dec-02-2017,48,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,2,Level 2,Minimal,Nov-25-2017,47,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,3,Level 3,Minimal,Nov-18-2017,46,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,1,Level 1,Minimal,Nov-11-2017,45,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,1,Level 1,Minimal,Nov-04-2017,44,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,1,Level 1,Minimal,Oct-28-2017,43,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,1,Level 1,Minimal,Oct-21-2017,42,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,1,Level 1,Minimal,Oct-14-2017,41,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,1,Level 1,Minimal,Oct-07-2017,40,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,3,Level 3,Minimal,Oct-07-2017,40,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,3,Level 3,Minimal,Oct-14-2017,41,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,4,Level 4,Low,Oct-21-2017,42,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,5,Level 5,Low,Oct-28-2017,43,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,7,Level 7,Moderate,Nov-04-2017,44,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,7,Level 7,Moderate,Nov-11-2017,45,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,8,Level 8,High,Nov-18-2017,46,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Nov-25-2017,47,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Dec-02-2017,48,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Dec-09-2017,49,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Dec-16-2017,50,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Dec-23-2017,51,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Dec-30-2017,52,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Jan-06-2018,1,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Jan-13-2018,2,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Jan-20-2018,3,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Jan-27-2018,4,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Feb-03-2018,5,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Feb-10-2018,6,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,10,Level 10,High,Feb-17-2018,7,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,9,Level 9,High,Feb-24-2018,8,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,6,Level 6,Moderate,Mar-03-2018,9,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,5,Level 5,Low,Mar-10-2018,10,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,4,Level 4,Low,Mar-17-2018,11,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,3,Level 3,Minimal,Mar-24-2018,12,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,3,Level 3,Minimal,Mar-31-2018,13,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,2,Level 2,Minimal,Apr-07-2018,14,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,2,Level 2,Minimal,Apr-14-2018,15,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,2,Level 2,Minimal,Apr-21-2018,16,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,2,Level 2,Minimal,Apr-28-2018,17,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Apr-28-2018,17,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Apr-21-2018,16,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Apr-14-2018,15,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Apr-07-2018,14,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Mar-31-2018,13,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Mar-24-2018,12,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Mar-17-2018,11,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Mar-10-2018,10,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Mar-03-2018,9,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,2,Level 2,Minimal,Feb-24-2018,8,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,2,Level 2,Minimal,Feb-17-2018,7,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,2,Level 2,Minimal,Feb-10-2018,6,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Feb-03-2018,5,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Jan-27-2018,4,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Jan-20-2018,3,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Jan-13-2018,2,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Jan-06-2018,1,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Dec-30-2017,52,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Dec-23-2017,51,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Dec-16-2017,50,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Dec-09-2017,49,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Dec-02-2017,48,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Nov-25-2017,47,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Nov-18-2017,46,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Nov-11-2017,45,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Nov-04-2017,44,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Oct-28-2017,43,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Oct-21-2017,42,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Oct-14-2017,41,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,1,Level 1,Minimal,Oct-07-2017,40,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Oct-07-2017,40,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Oct-14-2017,41,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Oct-21-2017,42,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Oct-28-2017,43,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Nov-04-2017,44,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Nov-11-2017,45,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Nov-18-2017,46,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Nov-25-2017,47,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Dec-02-2017,48,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Dec-09-2017,49,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Dec-16-2017,50,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,2,Level 2,Minimal,Dec-23-2017,51,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,7,Level 7,Moderate,Dec-30-2017,52,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,5,Level 5,Low,Jan-06-2018,1,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,6,Level 6,Moderate,Jan-13-2018,2,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,10,Level 10,High,Jan-20-2018,3,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,10,Level 10,High,Jan-27-2018,4,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,10,Level 10,High,Feb-03-2018,5,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,10,Level 10,High,Feb-10-2018,6,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,9,Level 9,High,Feb-17-2018,7,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,8,Level 8,High,Feb-24-2018,8,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,5,Level 5,Low,Mar-03-2018,9,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,3,Level 3,Minimal,Mar-10-2018,10,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Mar-17-2018,11,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Mar-24-2018,12,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Mar-31-2018,13,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Apr-07-2018,14,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Apr-14-2018,15,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Apr-21-2018,16,2017-18
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,1,Level 1,Minimal,Apr-28-2018,17,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,3,Level 3,Minimal,Apr-28-2018,17,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,3,Level 3,Minimal,Apr-21-2018,16,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,4,Level 4,Low,Apr-14-2018,15,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,4,Level 4,Low,Apr-07-2018,14,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,4,Level 4,Low,Mar-31-2018,13,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,4,Level 4,Low,Mar-24-2018,12,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,5,Level 5,Low,Mar-17-2018,11,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,6,Level 6,Moderate,Mar-10-2018,10,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,8,Level 8,High,Mar-03-2018,9,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,10,Level 10,High,Feb-24-2018,8,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,10,Level 10,High,Feb-17-2018,7,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,10,Level 10,High,Feb-10-2018,6,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,10,Level 10,High,Feb-03-2018,5,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,10,Level 10,High,Jan-27-2018,4,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,8,Level 8,High,Jan-20-2018,3,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,5,Level 5,Low,Jan-13-2018,2,2017-18
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,7,Level 7,Moderate,Jan-06-2018,1,2017-18
